source,target,interaction,question,option,is_diagnosis
mu11,temporomandibular joint disorder,Op2Text,Is your facial pain triggered by touch or specific facial movements?,Op2Text,1
mu12,neuropathic pain,Op1Text,Do you have a history of nerve damage or neuropathy?,Op1Text,1
mu12,neurovascular injury,Op2Text,Do you have a history of nerve damage or neuropathy?,Op2Text,1
mu13,sinusitis,Op1Text,Do you have a history of sinus problems or infections?,Op1Text,1
mu13,trigeminal nerve inflammation,Op2Text,Do you have a history of sinus problems or infections?,Op2Text,1
mu14,dental abscess,Op1Text,Is your facial pain localized around a specific tooth or teeth?,Op1Text,1
mu14,pulpitis,Op1Text,Is your facial pain localized around a specific tooth or teeth?,Op1Text,1
mu14,gingival abscess,Op2Text,Is your facial pain localized around a specific tooth or teeth?,Op2Text,1
mu15,temporomandibular joint disorder,Op1Text,Is your facial pain accompanied by jaw stiffness or difficulty opening your mouth?,Op1Text,1
mu15,atypical facial pain,Op2Text,Is your facial pain accompanied by jaw stiffness or difficulty opening your mouth?,Op2Text,1
mv1,mv2,op1Text,Do you experience face pain during or after physical activity?,op1Text,0
mv1,mv3,op2Text,Do you experience face pain during or after physical activity?,op2Text,0
mv2,mv4,op1Text,Do you have a history of headaches or migraines?,op1Text,0
mv2,mv5,op2Text,Do you have a history of headaches or migraines?,op2Text,0
mv3,mv6,op1Text,Do you have any allergies or sensitivities to certain substances?,op1Text,0
mv3,mv7,op2Text,Do you have any allergies or sensitivities to certain substances?,op2Text,0
mv4,mv8,op1Text,Do your headaches or migraines typically occur on one side of your head?,op1Text,0
mv4,mv9,op2Text,Do your headaches or migraines typically occur on one side of your head?,op2Text,0
mv5,mv10,op1Text,Do you have a history of dental issues or toothaches?,op1Text,0
mv5,mv11,op2Text,Do you have a history of dental issues or toothaches?,op2Text,0
mv6,mv12,op1Text,Do your face pain symptoms worsen during allergy season?,op1Text,0
mv6,mv13,op2Text,Do your face pain symptoms worsen during allergy season?,op2Text,0
mv7,mv14,op1Text,Do you have a history of ear infections or issues?,op1Text,0
mv7,mv15,op2Text,Do you have a history of ear infections or issues?,op2Text,0
mv8,migraine,Op1Text,Do you experience visual disturbances or sensitivity to light during your headaches?,Op1Text,1
mv8,cluster headache,Op1Text,Do you experience visual disturbances or sensitivity to light during your headaches?,Op1Text,1
mv8,trigeminal neuralgia,Op2Text,Do you experience visual disturbances or sensitivity to light during your headaches?,Op2Text,1
mv8,temporomandibular joint disorder,Op2Text,Do you experience visual disturbances or sensitivity to light during your headaches?,Op2Text,1
mv9,temporomandibular joint disorder,Op1Text,Do you experience pain or discomfort in your jaw?,Op1Text,1
mv9,neuropathic pain,Op1Text,Do you experience pain or discomfort in your jaw?,Op1Text,1
mv9,trigeminal neuralgia,Op2Text,Do you experience pain or discomfort in your jaw?,Op2Text,1
mv9,cranial neuralgia,Op2Text,Do you experience pain or discomfort in your jaw?,Op2Text,1
mv10,gingival and periodontal diseases,Op1Text,"Do you have any swollen, red, or tender gums?",Op1Text,1
mv10,dental abscess,Op1Text,"Do you have any swollen, red, or tender gums?",Op1Text,1
mv10,toothache,Op2Text,"Do you have any swollen, red, or tender gums?",Op2Text,1
mv10,pulpitis,Op2Text,"Do you have any swollen, red, or tender gums?",Op2Text,1
mv11,sinusitis,Op1Text,Do you experience pain or discomfort around your eyes or forehead?,Op1Text,1
mv11,orbital cellulitis,Op1Text,Do you experience pain or discomfort around your eyes or forehead?,Op1Text,1
mv11,migraine,Op2Text,Do you experience pain or discomfort around your eyes or forehead?,Op2Text,1
mv11,atypical facial pain,Op2Text,Do you experience pain or discomfort around your eyes or forehead?,Op2Text,1
mv12,allergic rhinitis,Op1Text,"Do you experience sneezing, runny nose, or itchy eyes during your face pain episodes?",Op1Text,1
mv12,conjunctivitis,Op1Text,"Do you experience sneezing, runny nose, or itchy eyes during your face pain episodes?",Op1Text,1
mv12,sinusitis,Op2Text,"Do you experience sneezing, runny nose, or itchy eyes during your face pain episodes?",Op2Text,1
mv12,migraine,Op2Text,"Do you experience sneezing, runny nose, or itchy eyes during your face pain episodes?",Op2Text,1
mv13,neurovascular injury,Op1Text,Do you experience pain or discomfort in your neck or shoulders?,Op1Text,1
mv13,neurocirculatory asthenia,Op1Text,Do you experience pain or discomfort in your neck or shoulders?,Op1Text,1
mv13,trigeminal nerve inflammation,Op2Text,Do you experience pain or discomfort in your neck or shoulders?,Op2Text,1
mv13,acute bacterial pharyngitis,Op2Text,Do you experience pain or discomfort in your neck or shoulders?,Op2Text,1
mv14,otitis externa,Op1Text,Do you experience ear pain or discharge?,Op1Text,1
mv14,otitis media,Op1Text,Do you experience ear pain or discharge?,Op1Text,1
mv14,cellulitis,Op2Text,Do you experience ear pain or discharge?,Op2Text,1
mv14,malignant otitis externa,Op2Text,Do you experience ear pain or discharge?,Op2Text,1
mv15,herpes zoster,Op1Text,Do you experience any skin rash or blisters around the painful area?,Op1Text,1
mv15,acute folliculitis,Op1Text,Do you experience any skin rash or blisters around the painful area?,Op1Text,1
mv15,furuncle of face,Op2Text,Do you experience any skin rash or blisters around the painful area?,Op2Text,1
mv15,gingival abscess,Op2Text,Do you experience any skin rash or blisters around the painful area?,Op2Text,1
mw1,mw2,op1Text,What type of infections have you had?,op1Text,0
mw1,mw3,op2Text,What type of infections have you had?,op2Text,0
mw2,mw4,op1Text,Have you had any recent dental procedures or issues?,op1Text,0
mw2,mw5,op2Text,Have you had any recent dental procedures or issues?,op2Text,0
mw3,mw6,op1Text,Have you had any recent respiratory infections?,op1Text,0
mw3,mw7,op2Text,Have you had any recent respiratory infections?,op2Text,0
mw4,mw8,op1Text,Are you experiencing any tooth sensitivity or swelling?,op1Text,0
mw4,mw9,op2Text,Are you experiencing any tooth sensitivity or swelling?,op2Text,0
mw5,mw10,op1Text,Do you have any pain or discomfort in your jaw?,op1Text,0
mw5,mw11,op2Text,Do you have any pain or discomfort in your jaw?,op2Text,0
mw6,mw12,op1Text,Do you have any nasal congestion or discharge?,op1Text,0
mw6,mw13,op2Text,Do you have any nasal congestion or discharge?,op2Text,0
mw7,mw14,op1Text,Do you have any ear pain or discharge?,op1Text,0
mw7,mw15,op2Text,Do you have any ear pain or discharge?,op2Text,0
mw8,dental abscess,Op1Text,Is the tooth sensitivity or swelling localized to a specific tooth?,Op1Text,1
mw8,pulpitis,Op1Text,Is the tooth sensitivity or swelling localized to a specific tooth?,Op1Text,1
mw8,gingival abscess,Op2Text,Is the tooth sensitivity or swelling localized to a specific tooth?,Op2Text,1
mw8,gingival and periodontal diseases,Op2Text,Is the tooth sensitivity or swelling localized to a specific tooth?,Op2Text,1
mw9,aphthous ulcer of mouth,Op1Text,Do you have any sores or ulcers in your mouth?,Op1Text,1
mw9,oral submucous fibrosis,Op1Text,Do you have any sores or ulcers in your mouth?,Op1Text,1
mw9,dental calculus,Op2Text,Do you have any sores or ulcers in your mouth?,Op2Text,1
mw9,fracture of tooth,Op2Text,Do you have any sores or ulcers in your mouth?,Op2Text,1
mw10,temporomandibular joint disorder,Op1Text,Do you have any clicking or popping sounds in your jaw?,Op1Text,1
mw10,neuropathic pain,Op1Text,Do you have any clicking or popping sounds in your jaw?,Op1Text,1
mw10,trigeminal neuralgia,Op2Text,Do you have any clicking or popping sounds in your jaw?,Op2Text,1
mw10,cranial neuralgia,Op2Text,Do you have any clicking or popping sounds in your jaw?,Op2Text,1
mw11,orbital cellulitis,Op1Text,Do you have any redness or swelling around your eyes?,Op1Text,1
mw11,conjunctivitis,Op1Text,Do you have any redness or swelling around your eyes?,Op1Text,1
mw11,cellulitis,Op2Text,Do you have any redness or swelling around your eyes?,Op2Text,1
mw11,acute folliculitis,Op2Text,Do you have any redness or swelling around your eyes?,Op2Text,1
mw12,sinusitis,Op1Text,Do you have any facial pressure or pain?,Op1Text,1
mw12,migraine,Op1Text,Do you have any facial pressure or pain?,Op1Text,1
mw12,atypical facial pain,Op2Text,Do you have any facial pressure or pain?,Op2Text,1
mw12,herpes zoster,Op2Text,Do you have any facial pressure or pain?,Op2Text,1
mw13,tonsillitis,Op1Text,Do you have any difficulty swallowing or a sore throat?,Op1Text,1
mw13,acute bacterial pharyngitis,Op1Text,Do you have any difficulty swallowing or a sore throat?,Op1Text,1
mw13,neoplasm of oropharynx,Op2Text,Do you have any difficulty swallowing or a sore throat?,Op2Text,1
mw13,neoplasm of larynx,Op2Text,Do you have any difficulty swallowing or a sore throat?,Op2Text,1
mw14,otitis externa,Op1Text,Do you have any hearing loss or ringing in your ears?,Op1Text,1
mw14,otitis media,Op1Text,Do you have any hearing loss or ringing in your ears?,Op1Text,1
mw14,malignant otitis externa,Op2Text,Do you have any hearing loss or ringing in your ears?,Op2Text,1
mw14,neurovascular injury,Op2Text,Do you have any hearing loss or ringing in your ears?,Op2Text,1
mw15,herpes zoster,Op1Text,Do you have any rash or blisters on your face?,Op1Text,1
mw15,post herpetic neuralgia,Op1Text,Do you have any rash or blisters on your face?,Op1Text,1
mw15,furuncle of face,Op2Text,Do you have any rash or blisters on your face?,Op2Text,1
mw15,trigeminal autonomic cephalgia,Op2Text,Do you have any rash or blisters on your face?,Op2Text,1
mx1,mx2,op1Text,Do you have any allergies?,op1Text,0
mx1,mx3,op2Text,Do you have any allergies?,op2Text,0
mx2,mx4,op1Text,Are your allergies related to any specific substances or environments?,op1Text,0
mx2,mx5,op2Text,Are your allergies related to any specific substances or environments?,op2Text,0
mx3,mx6,op1Text,Do you have a history of dental problems?,op1Text,0
mx3,mx7,op2Text,Do you have a history of dental problems?,op2Text,0
mx4,mx8,op1Text,Do you experience face pain during or after exposure to these substances or environments?,op1Text,0
mx4,mx9,op2Text,Do you experience face pain during or after exposure to these substances or environments?,op2Text,0
mx5,mx10,op1Text,Do you have a history of headaches or migraines?,op1Text,0
mx5,mx11,op2Text,Do you have a history of headaches or migraines?,op2Text,0
mx6,mx12,op1Text,"Do you have any current dental issues, such as toothache, gum pain, or sensitivity?",op1Text,0
mx6,mx13,op2Text,"Do you have any current dental issues, such as toothache, gum pain, or sensitivity?",op2Text,0
mx7,mx14,op1Text,Do you have a history of head or facial injuries?,op1Text,0
mx7,mx15,op2Text,Do you have a history of head or facial injuries?,op2Text,0
mx8,allergic rhinitis,Op1Text,QueText,Op1Text,1
mx8,conjunctivitis,Op1Text,QueText,Op1Text,1
mx8,neurovascular injury,Op2Text,QueText,Op2Text,1
mx8,trigeminal nerve inflammation,Op2Text,QueText,Op2Text,1
mx9,anxiety disorder,Op1Text,QueText,Op1Text,1
mx9,neurocirculatory asthenia,Op1Text,QueText,Op1Text,1
mx9,idiopathic disease,Op2Text,QueText,Op2Text,1
mx9,extrapyramidal disease,Op2Text,QueText,Op2Text,1
mx10,migraine,Op1Text,QueText,Op1Text,1
mx10,cluster headache,Op1Text,QueText,Op1Text,1
mx10,cranial neuralgia,Op2Text,QueText,Op2Text,1
mx10,trigeminal autonomic cephalgia,Op2Text,QueText,Op2Text,1
mx11,neuropathy,Op1Text,QueText,Op1Text,1
mx11,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
mx11,temporomandibular joint disorder,Op2Text,QueText,Op2Text,1
mx11,atypical facial pain,Op2Text,QueText,Op2Text,1
mx12,dental abscess,Op1Text,QueText,Op1Text,1
mx12,pulpitis,Op1Text,QueText,Op1Text,1
mx12,toothache,Op2Text,QueText,Op2Text,1
mx12,gingival and periodontal diseases,Op2Text,QueText,Op2Text,1
mx13,sinusitis,Op1Text,QueText,Op1Text,1
mx13,otitis externa,Op1Text,QueText,Op1Text,1
mx13,otitis media,Op2Text,QueText,Op2Text,1
mx13,cellulitis,Op2Text,QueText,Op2Text,1
mx14,neurovascular injury,Op1Text,QueText,Op1Text,1
mx14,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
mx14,orbital cellulitis,Op2Text,QueText,Op2Text,1
mx14,injury of abdomen,Op2Text,QueText,Op2Text,1
mx15,herpes zoster,Op1Text,QueText,Op1Text,1
mx15,post herpetic neuralgia,Op1Text,QueText,Op1Text,1
mx15,acute bacterial pharyngitis,Op2Text,QueText,Op2Text,1
mx15,acute folliculitis,Op2Text,QueText,Op2Text,1
my1,my2,op1Text,Which autoimmune diseases have you been diagnosed with?,op1Text,0
my1,my3,op2Text,Which autoimmune diseases have you been diagnosed with?,op2Text,0
my2,my4,op1Text,"Do you have any other symptoms like fever, fatigue, or joint pain?",op1Text,0
my2,my5,op2Text,"Do you have any other symptoms like fever, fatigue, or joint pain?",op2Text,0
my3,my6,op1Text,"Do you have any other symptoms like skin rash, dry eyes, or dry mouth?",op1Text,0
my3,my7,op2Text,"Do you have any other symptoms like skin rash, dry eyes, or dry mouth?",op2Text,0
my4,my8,op1Text,Have you recently started any new medications for your autoimmune disease?,op1Text,0
my4,my9,op2Text,Have you recently started any new medications for your autoimmune disease?,op2Text,0
my5,my10,op1Text,Have you recently started any new medications for your autoimmune disease?,op1Text,0
my5,my11,op2Text,Have you recently started any new medications for your autoimmune disease?,op2Text,0
my6,my12,op1Text,Have you recently started any new medications for your autoimmune disease?,op1Text,0
my6,my13,op2Text,Have you recently started any new medications for your autoimmune disease?,op2Text,0
my7,my14,op1Text,Have you recently started any new medications for your autoimmune disease?,op1Text,0
my7,my15,op2Text,Have you recently started any new medications for your autoimmune disease?,op2Text,0
my8,neurovascular injury,Op1Text,Are you experiencing any side effects from the new medication?,Op1Text,1
my8,trigeminal nerve inflammation,Op1Text,Are you experiencing any side effects from the new medication?,Op1Text,1
my8,neuropathic pain,Op2Text,Are you experiencing any side effects from the new medication?,Op2Text,1
my8,cranial neuralgia,Op2Text,Are you experiencing any side effects from the new medication?,Op2Text,1
my9,dental abscess,Op1Text,Do you have a history of dental issues or sinus infections?,Op1Text,1
my9,pulpitis,Op1Text,Do you have a history of dental issues or sinus infections?,Op1Text,1
my9,sinusitis,Op2Text,Do you have a history of dental issues or sinus infections?,Op2Text,1
my9,migraine,Op2Text,Do you have a history of dental issues or sinus infections?,Op2Text,1
my10,neurovascular injury,Op1Text,Are you experiencing any side effects from the new medication?,Op1Text,1
my10,trigeminal nerve inflammation,Op1Text,Are you experiencing any side effects from the new medication?,Op1Text,1
my10,neuropathic pain,Op2Text,Are you experiencing any side effects from the new medication?,Op2Text,1
my10,cranial neuralgia,Op2Text,Are you experiencing any side effects from the new medication?,Op2Text,1
my11,dental abscess,Op1Text,Do you have a history of dental issues or sinus infections?,Op1Text,1
my11,pulpitis,Op1Text,Do you have a history of dental issues or sinus infections?,Op1Text,1
my11,sinusitis,Op2Text,Do you have a history of dental issues or sinus infections?,Op2Text,1
my11,migraine,Op2Text,Do you have a history of dental issues or sinus infections?,Op2Text,1
my12,neurovascular injury,Op1Text,Are you experiencing any side effects from the new medication?,Op1Text,1
my12,trigeminal nerve inflammation,Op1Text,Are you experiencing any side effects from the new medication?,Op1Text,1
my12,neuropathic pain,Op2Text,Are you experiencing any side effects from the new medication?,Op2Text,1
my12,cranial neuralgia,Op2Text,Are you experiencing any side effects from the new medication?,Op2Text,1
my13,dental abscess,Op1Text,Do you have a history of dental issues or sinus infections?,Op1Text,1
my13,pulpitis,Op1Text,Do you have a history of dental issues or sinus infections?,Op1Text,1
my13,sinusitis,Op2Text,Do you have a history of dental issues or sinus infections?,Op2Text,1
my13,migraine,Op2Text,Do you have a history of dental issues or sinus infections?,Op2Text,1
my14,neurovascular injury,Op1Text,Are you experiencing any side effects from the new medication?,Op1Text,1
my14,trigeminal nerve inflammation,Op1Text,Are you experiencing any side effects from the new medication?,Op1Text,1
my14,neuropathic pain,Op2Text,Are you experiencing any side effects from the new medication?,Op2Text,1
my14,cranial neuralgia,Op2Text,Are you experiencing any side effects from the new medication?,Op2Text,1
my15,dental abscess,Op1Text,Do you have a history of dental issues or sinus infections?,Op1Text,1
my15,pulpitis,Op1Text,Do you have a history of dental issues or sinus infections?,Op1Text,1
my15,sinusitis,Op2Text,Do you have a history of dental issues or sinus infections?,Op2Text,1
my15,migraine,Op2Text,Do you have a history of dental issues or sinus infections?,Op2Text,1
mz1,mz2,Yes,Do you have any history of head or facial injuries?,Yes,0
mz1,mz3,No,Do you have any history of head or facial injuries?,No,0
mz2,mz4,Yes,Did the face pain start after the injury?,Yes,0
mz2,mz5,No,Did the face pain start after the injury?,No,0
mz3,mz6,Yes,"Do you experience any other symptoms along with the face pain, such as fever, fatigue, or nasal congestion?",Yes,0
mz3,mz7,No,"Do you experience any other symptoms along with the face pain, such as fever, fatigue, or nasal congestion?",No,0
mz4,mz8,Yes,Is the pain localized to the area of the injury?,Yes,0
mz4,mz9,No,Is the pain localized to the area of the injury?,No,0
mz5,mz10,Yes,Do you have a history of dental issues or toothaches?,Yes,0
mz5,mz11,No,Do you have a history of dental issues or toothaches?,No,0
mz6,mz12,Yes,Do the additional symptoms worsen when you have face pain?,Yes,0
mz6,mz13,No,Do the additional symptoms worsen when you have face pain?,No,0
mz7,mz14,Yes,Do you have a history of headaches or migraines?,Yes,0
mz7,mz15,No,Do you have a history of headaches or migraines?,No,0
mz8,neurovascular injury,Sharp and stabbing,Is the pain sharp and stabbing or dull and aching?,Sharp and stabbing,1
mz8,trigeminal nerve inflammation,Sharp and stabbing,Is the pain sharp and stabbing or dull and aching?,Sharp and stabbing,1
mz8,neuropathic pain,Dull and aching,Is the pain sharp and stabbing or dull and aching?,Dull and aching,1
mz8,cranial neuralgia,Dull and aching,Is the pain sharp and stabbing or dull and aching?,Dull and aching,1
mz9,trigeminal neuralgia,Yes,Is the pain triggered by certain facial movements or touch?,Yes,1
mz9,temporomandibular joint disorder,Yes,Is the pain triggered by certain facial movements or touch?,Yes,1
mz9,neuropathy,No,Is the pain triggered by certain facial movements or touch?,No,1
mz9,atypical facial pain,No,Is the pain triggered by certain facial movements or touch?,No,1
mz10,dental abscess,Yes,Is the pain located near a specific tooth or teeth?,Yes,1
mz10,pulpitis,Yes,Is the pain located near a specific tooth or teeth?,Yes,1
mz10,toothache,Yes,Is the pain located near a specific tooth or teeth?,Yes,1
mz10,gingival and periodontal diseases,No,Is the pain located near a specific tooth or teeth?,No,1
